Antiquity,Bathrooms,Community_Expenses,Condition,Deposit,Elevator,Emissions,Energy_Consumption,Extra,Floor,Furnished,Heating,Neighborhood,Orientation,Parking,Pets,Photos,Price,Rooms,Size,Title,Type,Water_Heater,url
nan,1,nan,nan,nan,Sí,En trámite,A,Calefacción,4ª planta,Sí,nan,"Plaza Bravo Murillo 109, Tetuán",nan,nan,,2,700 €,2,45,Piso de alquiler en Plaza Bravo Murillo 109 Bellas Vistas,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-amueblado/158588862/d
nan,2,Sí,nan,nan,Sí,En trámite,G,Armarios-Calefacción-Parquet-Cocina Office-Horno-Lavadora-Nevera-Serv. portería-Puerta Blindada-Cocina Equipada,4ª planta,No,nan,Moncloa,nan,nan,,20,2.000 €,3,165,Piso de alquiler en Argüelles,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-no-amueblado/158491674/d
nan,1,Sí,nan,nan,Sí,E,E,Armarios-Calefacción-Trastero-Cocina Office-Suite - con baño-Electrodomésticos-Horno-Lavadora-Nevera-Serv. portería-Videoportero-Puerta Blindada,nan,No,nan,"Avenida del Euro, 6, Carabanchel",nan,Comunitario,,5,615 €,1,37,"Piso de alquiler en Avenida del Euro, 6 PAU de Carabanchel",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-trastero-ascensor-parking-no-amueblado/158477650/d
nan,1,nan,Casi nuevo,Sí,Sí,C,F,Aire acondicionado-Armarios-Z. Comunitaria-Piscina-Cocina Equipada,7ª planta,No,Gas Natural,Ciudad Lineal,Suroeste,nan,,12,1.000 €,2,84,Piso de alquiler en Costillares,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-piscina-no-amueblado/157239974/d
1 a 5 años,2,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Terraza-Trastero-Piscina-Electrodomésticos-Puerta Blindada-Piscina comunitaria-Cocina Equipada,8ª planta,nan,nan,Hortaleza,nan,Privado,,22,1.900 €,4,121,Ático de alquiler en Valdebebas - Valdefuentes,Ático,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor-piscina-piscina/158478191/d
nan,1,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Calefacción-TV-Cocina Equipada,nan,Sí,nan,Chamberí,nan,nan,,15,700 €,1,30,Estudio de alquiler en Almagro,Estudio,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/158489983/d
nan,2,Sí,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Suite - con baño-Electrodomésticos-Horno-Microondas-Nevera-Serv. portería-Videoportero-Puerta Blindada,Bajos,Sí,Gas Natural,Chamberí,Sur,nan,,15,1.550 €,2,83,Piso de alquiler en Ríos Rosas - Nuevos Ministerios,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158478548/d
nan,2,Sí,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Jardín Privado-Parquet-Terraza-Trastero-Z. Comunitaria-Cocina Office-Piscina-Suite - con baño-Electrodomésticos-Horno-Lavadora-Nevera-Serv. portería-Videoportero-Zona Deportiva-Zona Infantil-Puerta Blindada-Piscina comunitaria-Cocina Equipada,4ª planta,No,nan,Barajas,nan,nan,,28,1.400 €,2,115,Ático de alquiler en Corralejos - Campo de las Naciones,Ático,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-terraza-trastero-zona-comunitaria-ascensor-piscina-piscina-no-amueblado/157353394/d
10 a 20 años,1,Sí,nan,nan,Sí,C,C,Aire acondicionado-Armarios-Calefacción-Trastero-Piscina-Electrodomésticos-Videoportero-Puerta Blindada-Piscina comunitaria-Cocina Equipada,3ª planta,Sí,nan,Hortaleza,nan,Privado,,25,900 €,1,69,Apartamento de alquiler en Sanchinarro,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-ascensor-piscina-amueblado-piscina/158490168/d
nan,1,Sí,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Trastero-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Videoportero-Puerta Blindada-Cocina Equipada,2ª planta,Sí,Gas Natural,Centro,Sur,nan,,18,1.200 €,1,70,Dúplex de alquiler en Palacio,Dúplex,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-trastero-ascensor-amueblado/158491756/d
nan,3,Sí,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Terraza-Cocina Office-Electrodomésticos-Horno-Lavadora-Nevera-Videoportero-Puerta Blindada-Cocina Equipada,2ª planta,No,Gas Natural,Centro,Sur,nan,,23,2.400 €,3,140,Piso de alquiler en Embajadores - Lavapiés,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-no-amueblado/158491814/d
nan,3,Sí,nan,nan,Sí,En trámite,G,Armarios-Calefacción-Parquet-Terraza-Cocina Office-Horno-Lavadora-Nevera-Videoportero-Puerta Blindada-Lavadero-Cocina Equipada,1ª planta,No,nan,Chamberí,nan,Privado,,29,3.300 €,4,400,Piso de alquiler en Vallehermoso,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-parking-terraza-ascensor-no-amueblado/158491853/d
20 a 30 años,1,Sí,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Terraza-Electrodomésticos-Cocina Equipada,4ª planta,Sí,nan,"Infantas, Centro",nan,nan,,24,1.250 €,1,45,Ático de alquiler en Infantas Justicia - Chueca,Ático,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/158490023/d
nan,1,Sí,nan,nan,Sí,En trámite,G,Armarios-Parquet-Electrodomésticos-Puerta Blindada,1ª planta,Sí,nan,"Calle de Bravo Murillo, Tetuán",nan,nan,,7,600 €,1,38,Apartamento de alquiler en Calle de Bravo Murillo Berruguete,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/ascensor-amueblado/157624202/d
70 a 100 años,1,nan,nan,nan,nan,En trámite,G,Calefacción-Electrodomésticos-Cocina Equipada,2ª planta,Sí,nan,"Bejar, 23, Salamanca",nan,nan,,12,1.000 €,2,75,"Apartamento de alquiler en Bejar, 23 Guindalera",Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-amueblado/158492193/d
10 a 20 años,1,nan,nan,nan,Sí,C,D,Aire acondicionado-Armarios-Calefacción-Jardín Privado-Parquet-Trastero-Puerta Blindada-Piscina comunitaria-Cocina Equipada,4ª planta,Sí,nan,"Avenida Isabel de Valois, 28, Hortaleza",nan,Comunitario,,24,799 €,1,53,"Piso de alquiler en Avenida Isabel de Valois, 28 Sanchinarro",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-trastero-ascensor-amueblado-parking-piscina/158353125/d
30 a 50 años,1,,,,,En trámite,G,,,,,"López de Hoyos , Salamanca",,,,22,630 €,,41,Piso de alquiler en López de Hoyos  Castellana,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/castellana/158477457/d
nan,1,,Bien,,Sí,En trámite,G,Armarios-Electrodomésticos-Cocina Equipada,1ª planta,,,"Calle de Juan Álvarez Mendizábal, Moncloa",,,,16,900 €,3,70,Piso de alquiler en Calle de Juan Álvarez Mendizábal Argüelles,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/ascensor/158413144/d
nan,nan,,Bien,,Sí,En trámite,G,Electrodomésticos-Lavadora-Nevera-Cocina Equipada,4ª planta,,Gas Natural,"Travesía del Conde Duque, Centro",,,,13,750 €,1,35,Piso de alquiler en Travesía del Conde Duque Universidad - Malasaña,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor/158413424/d
30 a 50 años,2,,nan,,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Trastero-Piscina-Serv. portería-Piscina comunitaria,2ª planta,Sí,nan,"Del Príncipe de Vergara, Chamartín",,Privado,,20,1.800 €,4,150,Piso de alquiler en Del Príncipe de Vergara Ciudad Jardín,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-ascensor-piscina-amueblado-piscina/158417824/d
30 a 50 años,2,,nan,,Sí,En trámite,G,Armarios-Calefacción-Parquet-Terraza-Z. Comunitaria-Piscina-Serv. portería-Puerta Blindada-Cocina Equipada,nan,nan,nan,"Fermin Caballero, Fuencarral",,Privado,,39,1.300 €,4,106,Piso de alquiler en Fermin Caballero Peñagrande,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-parking-terraza-zona-comunitaria-ascensor-piscina/158412898/d
nan,1,Sí,nan,Sí,Sí,D,D,Aire acondicionado-Armarios-Calefacción-Parquet-Cocina Office-Lavadora-Nevera-TV-Balcón-Puerta Blindada-Cocina Equipada,3ª planta,Sí,nan,"Calle de las Infantas, Centro",,nan,,8,950 €,1,55,Piso de alquiler en Calle de las Infantas Justicia - Chueca,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/158414589/d
50 a 70 años,2,Sí,Bien,Sí,Sí,E,E,Armarios-Calefacción-Electrodomésticos-Horno-Lavadora-Nevera-Serv. portería-Lavadero-Cocina Equipada,1ª planta,Sí,nan,"Reina Victoria, 13, Chamberí",Noreste,nan,,15,1.000 €,3,97,"Piso de alquiler en Reina Victoria, 13 Vallehermoso",Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-amueblado/158415064/d
20 a 30 años,2,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Calefacción-Trastero-Z. Comunitaria-Piscina-Serv. portería-Cocina Equipada,nan,nan,nan,"Ramon Power, Hortaleza",nan,Privado,,37,1.050 €,2,85,Piso de alquiler en Ramon Power Canillas,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-trastero-zona-comunitaria-ascensor-piscina/158247091/d
nan,1,nan,nan,nan,nan,En trámite,G,Aire acondicionado-Calefacción-Horno-Lavadora-Microondas-Nevera-Internet,Sótano,nan,nan,"Calle de Toledo, Centro",nan,nan,,10,5.976 €,1,45,Apartamento de alquiler en Calle de Toledo Sol,Apartamento,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-internet/158475022/d
nan,1,nan,nan,nan,nan,En trámite,G,Aire acondicionado-Calefacción-Horno-Lavadora-Microondas-Nevera-TV-Internet,Subsótano,nan,nan,"Calle de San Marcos, Centro",nan,nan,,10,1.841 €,1,65,Apartamento de alquiler en Calle de San Marcos Justicia - Chueca,Apartamento,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-television-internet/158475024/d
nan,2,nan,nan,nan,nan,En trámite,G,Aire acondicionado-Calefacción-Horno-Lavadora-Microondas-Nevera-Internet,Bajos,nan,nan,"Calle de Ayala, Salamanca",nan,nan,,21,3.000 €,3,120,Apartamento de alquiler en Calle de Ayala Recoletos,Apartamento,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-internet/158475027/d
nan,1,nan,nan,nan,nan,En trámite,G,Aire acondicionado-Calefacción-Horno-Lavadora-Microondas-Nevera-TV-Internet,Entresuelo,nan,nan,"Calle de la Magdalena, Centro",nan,nan,,14,1.300 €,3,81,Apartamento de alquiler en Calle de la Magdalena Embajadores - Lavapiés,Apartamento,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-television-internet/158475101/d
nan,1,nan,nan,nan,Sí,E,En trámite,Armarios-Calefacción-Z. Comunitaria-Cocina Equipada,nan,nan,nan,"Valladolid, 13, Moncloa",nan,nan,,17,800 €,3,57,"Piso de alquiler en Valladolid, 13 Casa de Campo",Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-zona-comunitaria-ascensor/157052027/d
50 a 70 años,1,nan,nan,nan,Sí,G,En trámite,Aire acondicionado-Armarios-Trastero-Serv. portería-Puerta Blindada-Cocina Equipada,nan,Sí,nan,"Isla de Arosa, Fuencarral",nan,nan,,22,725 €,2,60,Piso de alquiler en Isla de Arosa Peñagrande,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-trastero-ascensor-amueblado/158235590/d
+ 100 años,1,nan,nan,nan,Sí,En trámite,G,Calefacción-Cocina Equipada,nan,Sí,nan,"Conde de Peñalver, Salamanca",nan,nan,,8,850 €,2,65,Piso de alquiler en Conde de Peñalver Lista,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-amueblado/158236264/d
1 a 5 años,1,nan,Casi nuevo,nan,Sí,C,B,Aire acondicionado-Armarios-Parquet-Cocina Equipada,nan,nan,Gas Natural,Puente de Vallecas,nan,nan,,15,530 €,nan,29,Estudio de alquiler en Numancia,Estudio,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/157723342/d
nan,2,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Calefacción-Electrodomésticos-Horno-Lavadora-TV-Cocina Equipada,nan,Sí,nan,Retiro,nan,nan,Sí,26,1.050 €,2,82,Piso de alquiler en Pacífico,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-se-aceptan-mascotas/157431956/d
nan,1,nan,nan,nan,nan,En trámite,G,Calefacción-Cocina Equipada,2ª planta,nan,nan,Moratalaz,nan,nan,nan,20,750 €,2,70,Piso de alquiler en Fontarrón,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion/158114006/d
nan,1,Sí,Muy bien,Sí,nan,E,F,Aire acondicionado-Armarios-Electrodomésticos-Horno-Lavadora-Nevera-TV-Puerta Blindada-Lavadero-Cocina Equipada,5ª planta,Sí,Electricidad,"Calle de Armenteros, Moncloa",Sur,nan,Sí,24,800 €,3,71,Piso de alquiler en Calle de Armenteros Valdezarza,Piso,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-amueblado-television-se-aceptan-mascotas/158246692/d
nan,1,Sí,nan,nan,nan,E,E,Gres Cerámica-Patio-Electrodomésticos-Lavadora-Microondas-Nevera-Cocina Equipada,Bajos,No,nan,"Vallehermoso, Chamberí",nan,nan,Sí,18,700 €,2,63,Piso de alquiler en Vallehermoso Arapiles,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/patio-se-aceptan-mascotas-no-amueblado/157186613/d
nan,1,Sí,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Electrodomésticos-Lavadora-Nevera-Puerta Blindada-Cocina Equipada,4ª planta,Sí,nan,"San Cosme y San Damián, Centro",nan,nan,Sí,25,590 €,1,65,Piso de alquiler en San Cosme y San Damián Embajadores - Lavapiés,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-se-aceptan-mascotas/157351750/d
70 a 100 años,1,nan,nan,nan,Sí,G,G,Aire acondicionado-Armarios-Gres Cerámica-Parquet-Patio-Videoportero-Cocina Equipada,5ª planta,nan,nan,"De Don Ramón de la Cruz, Salamanca",nan,Privado,nan,17,1.300 €,1,92,Ático de alquiler en De Don Ramón de la Cruz Castellana,Ático,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-parking-ascensor-patio/158247235/d
nan,2,Sí,nan,nan,Sí,A,A,Aire acondicionado-Armarios-Calefacción-Jardín Privado-Parquet-Trastero-Z. Comunitaria-Piscina-Suite - con baño-Electrodomésticos-Horno-Lavadora-Nevera-Serv. portería-Balcón-Internet-Videoportero-Puerta Blindada-Piscina comunitaria,nan,No,nan,"Calle de López de Aranda, 44, San Blas",nan,Privado,nan,26,1.400 €,3,113,"Piso de alquiler en Calle de López de Aranda, 44 Salvador",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-jardin-trastero-zona-comunitaria-ascensor-piscina-internet-piscina-no-amueblado/158412861/d
20 a 30 años,1,Sí,nan,Sí,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Cocina Office-Electrodomésticos-Lavadora-Nevera-Puerta Blindada-Cocina Equipada,1ª planta,Sí,nan,"Bravo Murillo, 203, Tetuán",nan,nan,nan,7,525 €,nan,33,"Estudio de alquiler en Bravo Murillo, 203 Cuatro Caminos - Azca",Estudio,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158475752/d
nan,1,nan,Muy bien,Sí,Sí,F,F,Armarios-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-TV-Internet-Lavadero,nan,Sí,Gas Natural,"Calle de Piedrabuena, 14, Usera",nan,nan,nan,14,1.100 €,4,85,"Piso de alquiler en Calle de Piedrabuena, 14 Almendrales",Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-amueblado-television-internet/158476078/d
50 a 70 años,1,Sí,nan,nan,nan,En trámite,G,,3ª planta,nan,nan,San Blas,nan,nan,nan,22,690 €,2,60,Piso de alquiler en Arcos de Jalón,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/arcos-de-jalon/158155553/d
nan,2,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Terraza-Serv. portería-Balcón,8ª planta,No,nan,"De la Poeta Ángela Figuera, Chamberí",nan,Comunitario,nan,19,1.950 €,2,150,Piso de alquiler en De la Poeta Ángela Figuera Vallehermoso,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-parking-no-amueblado/158338165/d
nan,1,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Calefacción-Piscina-Gimnasio,3ª planta,Sí,nan,"De Juan Ramón Jiménez, Chamartín",nan,nan,nan,12,1.950 €,1,80,Piso de alquiler en De Juan Ramón Jiménez Hispanoamérica - Bernabéu,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-piscina-amueblado/157953130/d
nan,1,nan,nan,Sí,nan,D,D,Aire acondicionado-Armarios-Calefacción-Parquet-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-TV-Balcón-Internet,nan,Sí,nan,"Calle de Manuel Aleixandre, 16, Arganzuela",nan,nan,nan,17,800 €,2,40,"Piso de alquiler en Calle de Manuel Aleixandre, 16 Legazpi de Madrid",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado-television-internet/158476565/d
nan,1,Sí,nan,Sí,nan,A,A,Aire acondicionado-Armarios-Calefacción-Jardín Privado-Parquet-Cocina Office-Electrodomésticos-Horno-Lavadora-Nevera,nan,Sí,nan,"Calle de Villafranca, 17, Salamanca",nan,nan,nan,10,680 €,1,60,"Piso de alquiler en Calle de Villafranca, 17 Guindalera",Piso,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-jardin-amueblado/158470940/d
,5,Sí,,,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Cocina Office-Suite - con baño-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Balcón-Videoportero-Lavadero-Cocina Equipada,3ª planta,,,Salamanca,,,,26,4.200 €,4,300,Piso de alquiler en Goya,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/158470896/d
,4,Sí,Casi nuevo,,Sí,En trámite,G,Aire acondicionado-Armarios-Terraza-Z. Comunitaria-Cocina Office-Suite - con baño-Electrodomésticos-Serv. portería-Zona Deportiva-Zona Infantil-Puerta Blindada-Piscina comunitaria-Cocina Equipada,1ª planta,No,Gas Natural,Fuencarral,,Privado,,51,2.500 €,5,240,Piso de alquiler en Mirasierra,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-zona-comunitaria-ascensor-piscina-no-amueblado/158035612/d
,1,nan,nan,,nan,B,A,Parquet-Cocina Office-Electrodomésticos-TV-Balcón,nan,Sí,nan,"Calle de la Magdalena, 5, Centro",,nan,,7,900 €,2,7,"Piso de alquiler en Calle de la Magdalena, 5 Embajadores - Lavapiés",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/amueblado-television/158471024/d
,1,Sí,nan,Sí,nan,G,G,Aire acondicionado-Armarios-Calefacción-Electrodomésticos-Lavadora-Microondas-Nevera-Balcón-Puerta Blindada,nan,Sí,nan,"Calle de López Silva, 2, Centro",,nan,,7,725 €,2,50,"Piso de alquiler en Calle de López Silva, 2 Embajadores - Lavapiés",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado/158470989/d
,1,Sí,Casi nuevo,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Gres Cerámica-Parquet-Electrodomésticos-Lavadora-Microondas-Nevera-TV-Balcón-Puerta Blindada-Cocina Equipada,2ª planta,Sí,Gas Natural,"Calle de la Pirita, Usera",,Privado,,14,650 €,nan,35,Loft de alquiler en Calle de la Pirita Orcasur - 12 de Octubre,Loft,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-ascensor-amueblado-television/158418903/d
,1,Sí,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Terraza-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Balcón-Videoportero-Puerta Blindada-Cocina Equipada,1ª planta,Sí,Gas Natural,Centro,Sur,nan,,14,1.600 €,2,105,Piso de alquiler en Justicia - Chueca,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/158470846/d
,1,nan,nan,nan,nan,En trámite,G,Aire acondicionado-Calefacción-Lavadora-Nevera-TV-Internet,Bajos,nan,nan,"Calle de Mauricio Legendre, Chamartín",nan,nan,,12,1.193 €,1,50,Apartamento de alquiler en Calle de Mauricio Legendre Castilla,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-television-internet/158042921/d
50 a 70 años,1,Sí,nan,nan,Sí,E,E,Aire acondicionado-Armarios-Calefacción-Gres Cerámica-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Puerta Blindada-Cocina Equipada,6ª planta,Sí,nan,"Avenida de Córdoba, Usera",nan,nan,,23,800 €,3,60,Piso de alquiler en Avenida de Córdoba Almendrales,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158471081/d
nan,1,Sí,nan,Sí,Sí,En trámite,G,Armarios-Calefacción-Parquet-Electrodomésticos-Horno-Lavadora-Nevera-Cocina Equipada,3ª planta,Sí,nan,"Calle de Argumosa, Centro",nan,nan,Sí,19,650 €,2,50,Piso de alquiler en Calle de Argumosa Embajadores - Lavapiés,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-amueblado-se-aceptan-mascotas-no-amueblado/158472101/d
nan,2,Sí,Casi nuevo,Sí,Sí,En trámite,G,Armarios-Parquet-Suite - con baño-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Videoportero-Puerta Blindada-Cocina Equipada,3ª planta,Sí,Gas Natural,"Calle de Alejandro Villegas, Hortaleza",Sureste,Privado,nan,34,990 €,2,70,Piso de alquiler en Calle de Alejandro Villegas Canillas,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-parking-ascensor-amueblado/158472368/d
nan,1,nan,nan,nan,Sí,En trámite,G,Z. Comunitaria-Patio-Cocina Equipada,nan,nan,nan,"Calle de Pizarro, Centro",nan,nan,Sí,9,800 €,1,51,Piso de alquiler en Calle de Pizarro Universidad - Malasaña,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/zona-comunitaria-ascensor-patio-se-aceptan-mascotas/158065497/d
30 a 50 años,3,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Z. Comunitaria-Serv. portería-Cocina Equipada,14ª planta,nan,Gas Natural,"Calle de Juan Esplandiú, Retiro",Este,nan,nan,19,2.100 €,3,161,Piso de alquiler en Calle de Juan Esplandiú Estrella,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-zona-comunitaria-ascensor/157664236/d
10 a 20 años,2,nan,nan,nan,nan,En trámite,G,Aire acondicionado-Z. Comunitaria-Suite - con baño-Serv. portería-Videoportero-Piscina comunitaria-Cocina Equipada,6ª planta,nan,nan,"Calle de Bausa, Ciudad Lineal",nan,Privado,nan,12,1.200 €,1,100,Piso de alquiler en Calle de Bausa Costillares,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-parking-zona-comunitaria-piscina/158297753/d
nan,1,Sí,nan,nan,nan,En trámite,G,Aire acondicionado-Calefacción-Gres Cerámica-Electrodomésticos-Lavadora-Nevera-Cocina Equipada,1ª planta,Sí,nan,"Calle de Provisiones, 20, Centro",nan,nan,nan,9,625 €,1,40,"Piso de alquiler en Calle de Provisiones, 20 Embajadores - Lavapiés",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-amueblado/157633109/d
30 a 50 años,1,nan,nan,nan,Sí,E,E,Armarios-Calefacción-Gres Cerámica-Parquet-Piscina-Serv. portería-Puerta Blindada-Piscina comunitaria-Cocina Equipada,4ª planta,Sí,nan,"Rafael Herrera, Chamartín",Norte,Privado,nan,17,700 €,nan,58,Estudio de alquiler en Rafael Herrera Castilla,Estudio,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-parking-ascensor-piscina-amueblado-piscina/158471719/d
nan,1,Sí,Casi nuevo,Sí,nan,En trámite,G,Armarios-Parquet-Patio-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-TV-Puerta Blindada-Cocina Equipada,Bajos,Sí,Gas Natural,"Calle de Ardemans, Salamanca",Este,nan,nan,21,1.050 €,3,70,Piso de alquiler en Calle de Ardemans Guindalera,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-patio-amueblado-television/158471918/d
50 a 70 años,1,Sí,nan,nan,Sí,En trámite,G,Calefacción-Horno-Lavadora-Nevera-Puerta Blindada-Cocina Equipada,nan,Sí,nan,"Monederos, Usera",nan,nan,nan,10,790 €,3,60,Piso de alquiler en Monederos Moscardó,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-amueblado/158470271/d
